case_id,operator_id,operator,hardware,method,status,reason,latency_us,mode
infer:FusedGdnGating|modeling:B200_POD|profile,infer:FusedGdnGating,FusedGdnGating,modeling:B200_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_POD|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:B200_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_POD|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:B200_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_POD|method3,infer:FusedGdnGating,FusedGdnGating,modeling:B200_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_POD|method4,infer:FusedGdnGating,FusedGdnGating,modeling:B200_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_Server|profile,infer:FusedGdnGating,FusedGdnGating,modeling:B200_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_Server|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:B200_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_Server|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:B200_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_Server|method3,infer:FusedGdnGating,FusedGdnGating,modeling:B200_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B200_Server|method4,infer:FusedGdnGating,FusedGdnGating,modeling:B200_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_POD|profile,infer:FusedGdnGating,FusedGdnGating,modeling:B300_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_POD|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:B300_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_POD|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:B300_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_POD|method3,infer:FusedGdnGating,FusedGdnGating,modeling:B300_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_POD|method4,infer:FusedGdnGating,FusedGdnGating,modeling:B300_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_Server|profile,infer:FusedGdnGating,FusedGdnGating,modeling:B300_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_Server|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:B300_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_Server|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:B300_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_Server|method3,infer:FusedGdnGating,FusedGdnGating,modeling:B300_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:B300_Server|method4,infer:FusedGdnGating,FusedGdnGating,modeling:B300_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_POD|profile,infer:FusedGdnGating,FusedGdnGating,modeling:H100_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_POD|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:H100_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_POD|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:H100_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_POD|method3,infer:FusedGdnGating,FusedGdnGating,modeling:H100_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_POD|method4,infer:FusedGdnGating,FusedGdnGating,modeling:H100_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_Server|profile,infer:FusedGdnGating,FusedGdnGating,modeling:H100_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_Server|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:H100_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_Server|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:H100_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_Server|method3,infer:FusedGdnGating,FusedGdnGating,modeling:H100_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H100_Server|method4,infer:FusedGdnGating,FusedGdnGating,modeling:H100_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_POD|profile,infer:FusedGdnGating,FusedGdnGating,modeling:H200_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_POD|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:H200_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_POD|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:H200_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_POD|method3,infer:FusedGdnGating,FusedGdnGating,modeling:H200_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_POD|method4,infer:FusedGdnGating,FusedGdnGating,modeling:H200_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_Server|profile,infer:FusedGdnGating,FusedGdnGating,modeling:H200_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_Server|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:H200_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_Server|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:H200_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_Server|method3,infer:FusedGdnGating,FusedGdnGating,modeling:H200_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:H200_Server|method4,infer:FusedGdnGating,FusedGdnGating,modeling:H200_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:R200_Server|profile,infer:FusedGdnGating,FusedGdnGating,modeling:R200_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:R200_Server|roofline,infer:FusedGdnGating,FusedGdnGating,modeling:R200_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:R200_Server|tilesim,infer:FusedGdnGating,FusedGdnGating,modeling:R200_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:R200_Server|method3,infer:FusedGdnGating,FusedGdnGating,modeling:R200_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|modeling:R200_Server|method4,infer:FusedGdnGating,FusedGdnGating,modeling:R200_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B1|profile,infer:FusedGdnGating,FusedGdnGating,tilesim:910B1,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B1|roofline,infer:FusedGdnGating,FusedGdnGating,tilesim:910B1,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B1|tilesim,infer:FusedGdnGating,FusedGdnGating,tilesim:910B1,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B1|method3,infer:FusedGdnGating,FusedGdnGating,tilesim:910B1,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B1|method4,infer:FusedGdnGating,FusedGdnGating,tilesim:910B1,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B4|profile,infer:FusedGdnGating,FusedGdnGating,tilesim:910B4,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B4|roofline,infer:FusedGdnGating,FusedGdnGating,tilesim:910B4,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B4|tilesim,infer:FusedGdnGating,FusedGdnGating,tilesim:910B4,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B4|method3,infer:FusedGdnGating,FusedGdnGating,tilesim:910B4,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:FusedGdnGating|tilesim:910B4|method4,infer:FusedGdnGating,FusedGdnGating,tilesim:910B4,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:GatherV2|ascend|profile,infer:GatherV2,GatherV2,ascend,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|ascend|roofline,infer:GatherV2,GatherV2,ascend,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|ascend|tilesim,infer:GatherV2,GatherV2,ascend,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|ascend|method3,infer:GatherV2,GatherV2,ascend,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|ascend|method4,infer:GatherV2,GatherV2,ascend,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|h100|profile,infer:GatherV2,GatherV2,h100,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|h100|roofline,infer:GatherV2,GatherV2,h100,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|h100|tilesim,infer:GatherV2,GatherV2,h100,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|h100|method3,infer:GatherV2,GatherV2,h100,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|h100|method4,infer:GatherV2,GatherV2,h100,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|h200|profile,infer:GatherV2,GatherV2,h200,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|h200|roofline,infer:GatherV2,GatherV2,h200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|h200|tilesim,infer:GatherV2,GatherV2,h200,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|h200|method3,infer:GatherV2,GatherV2,h200,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|h200|method4,infer:GatherV2,GatherV2,h200,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|b200|profile,infer:GatherV2,GatherV2,b200,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|b200|roofline,infer:GatherV2,GatherV2,b200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|b200|tilesim,infer:GatherV2,GatherV2,b200,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|b200|method3,infer:GatherV2,GatherV2,b200,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|b200|method4,infer:GatherV2,GatherV2,b200,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|b300|profile,infer:GatherV2,GatherV2,b300,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|b300|roofline,infer:GatherV2,GatherV2,b300,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|b300|tilesim,infer:GatherV2,GatherV2,b300,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|b300|method3,infer:GatherV2,GatherV2,b300,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|b300|method4,infer:GatherV2,GatherV2,b300,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|r200|profile,infer:GatherV2,GatherV2,r200,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|r200|roofline,infer:GatherV2,GatherV2,r200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|r200|tilesim,infer:GatherV2,GatherV2,r200,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|r200|method3,infer:GatherV2,GatherV2,r200,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|r200|method4,infer:GatherV2,GatherV2,r200,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:Adevice03_POD|profile,infer:GatherV2,GatherV2,modeling:Adevice03_POD,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:Adevice03_POD|roofline,infer:GatherV2,GatherV2,modeling:Adevice03_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:Adevice03_POD|tilesim,infer:GatherV2,GatherV2,modeling:Adevice03_POD,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:Adevice03_POD|method3,infer:GatherV2,GatherV2,modeling:Adevice03_POD,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:Adevice03_POD|method4,infer:GatherV2,GatherV2,modeling:Adevice03_POD,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:Adevice03_Server|profile,infer:GatherV2,GatherV2,modeling:Adevice03_Server,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:Adevice03_Server|roofline,infer:GatherV2,GatherV2,modeling:Adevice03_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:Adevice03_Server|tilesim,infer:GatherV2,GatherV2,modeling:Adevice03_Server,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:Adevice03_Server|method3,infer:GatherV2,GatherV2,modeling:Adevice03_Server,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:Adevice03_Server|method4,infer:GatherV2,GatherV2,modeling:Adevice03_Server,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:B200_POD|profile,infer:GatherV2,GatherV2,modeling:B200_POD,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:B200_POD|roofline,infer:GatherV2,GatherV2,modeling:B200_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:B200_POD|tilesim,infer:GatherV2,GatherV2,modeling:B200_POD,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:B200_POD|method3,infer:GatherV2,GatherV2,modeling:B200_POD,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:B200_POD|method4,infer:GatherV2,GatherV2,modeling:B200_POD,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:B200_Server|profile,infer:GatherV2,GatherV2,modeling:B200_Server,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:B200_Server|roofline,infer:GatherV2,GatherV2,modeling:B200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:B200_Server|tilesim,infer:GatherV2,GatherV2,modeling:B200_Server,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:B200_Server|method3,infer:GatherV2,GatherV2,modeling:B200_Server,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:B200_Server|method4,infer:GatherV2,GatherV2,modeling:B200_Server,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:B300_POD|profile,infer:GatherV2,GatherV2,modeling:B300_POD,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:B300_POD|roofline,infer:GatherV2,GatherV2,modeling:B300_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:B300_POD|tilesim,infer:GatherV2,GatherV2,modeling:B300_POD,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:B300_POD|method3,infer:GatherV2,GatherV2,modeling:B300_POD,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:B300_POD|method4,infer:GatherV2,GatherV2,modeling:B300_POD,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:B300_Server|profile,infer:GatherV2,GatherV2,modeling:B300_Server,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:B300_Server|roofline,infer:GatherV2,GatherV2,modeling:B300_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:B300_Server|tilesim,infer:GatherV2,GatherV2,modeling:B300_Server,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:B300_Server|method3,infer:GatherV2,GatherV2,modeling:B300_Server,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:B300_Server|method4,infer:GatherV2,GatherV2,modeling:B300_Server,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:H100_POD|profile,infer:GatherV2,GatherV2,modeling:H100_POD,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:H100_POD|roofline,infer:GatherV2,GatherV2,modeling:H100_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:H100_POD|tilesim,infer:GatherV2,GatherV2,modeling:H100_POD,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:H100_POD|method3,infer:GatherV2,GatherV2,modeling:H100_POD,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:H100_POD|method4,infer:GatherV2,GatherV2,modeling:H100_POD,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:H100_Server|profile,infer:GatherV2,GatherV2,modeling:H100_Server,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:H100_Server|roofline,infer:GatherV2,GatherV2,modeling:H100_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:H100_Server|tilesim,infer:GatherV2,GatherV2,modeling:H100_Server,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:H100_Server|method3,infer:GatherV2,GatherV2,modeling:H100_Server,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:H100_Server|method4,infer:GatherV2,GatherV2,modeling:H100_Server,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:H200_POD|profile,infer:GatherV2,GatherV2,modeling:H200_POD,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:H200_POD|roofline,infer:GatherV2,GatherV2,modeling:H200_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:H200_POD|tilesim,infer:GatherV2,GatherV2,modeling:H200_POD,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:H200_POD|method3,infer:GatherV2,GatherV2,modeling:H200_POD,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:H200_POD|method4,infer:GatherV2,GatherV2,modeling:H200_POD,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:H200_Server|profile,infer:GatherV2,GatherV2,modeling:H200_Server,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:H200_Server|roofline,infer:GatherV2,GatherV2,modeling:H200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:H200_Server|tilesim,infer:GatherV2,GatherV2,modeling:H200_Server,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:H200_Server|method3,infer:GatherV2,GatherV2,modeling:H200_Server,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:H200_Server|method4,infer:GatherV2,GatherV2,modeling:H200_Server,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:R200_Server|profile,infer:GatherV2,GatherV2,modeling:R200_Server,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|modeling:R200_Server|roofline,infer:GatherV2,GatherV2,modeling:R200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GatherV2|modeling:R200_Server|tilesim,infer:GatherV2,GatherV2,modeling:R200_Server,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|modeling:R200_Server|method3,infer:GatherV2,GatherV2,modeling:R200_Server,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|modeling:R200_Server|method4,infer:GatherV2,GatherV2,modeling:R200_Server,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|tilesim:910B1|profile,infer:GatherV2,GatherV2,tilesim:910B1,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|tilesim:910B1|roofline,infer:GatherV2,GatherV2,tilesim:910B1,roofline,unsupported,缺少此型号的 Roofline 规格（矩阵/向量峰值、整卡 HBM 带宽）,,
infer:GatherV2|tilesim:910B1|tilesim,infer:GatherV2,GatherV2,tilesim:910B1,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|tilesim:910B1|method3,infer:GatherV2,GatherV2,tilesim:910B1,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|tilesim:910B1|method4,infer:GatherV2,GatherV2,tilesim:910B1,method4,not_connected,尚未配置评估组件,,
infer:GatherV2|tilesim:910B4|profile,infer:GatherV2,GatherV2,tilesim:910B4,profile,not_connected,尚未接入实测参考,,
infer:GatherV2|tilesim:910B4|roofline,infer:GatherV2,GatherV2,tilesim:910B4,roofline,unsupported,缺少此型号的 Roofline 规格（矩阵/向量峰值、整卡 HBM 带宽）,,
infer:GatherV2|tilesim:910B4|tilesim,infer:GatherV2,GatherV2,tilesim:910B4,tilesim,unsupported,TileSim 模型存在，但当前配置缺少 axis / perm 的实际值,,
infer:GatherV2|tilesim:910B4|method3,infer:GatherV2,GatherV2,tilesim:910B4,method3,not_connected,尚未配置评估组件,,
infer:GatherV2|tilesim:910B4|method4,infer:GatherV2,GatherV2,tilesim:910B4,method4,not_connected,尚未配置评估组件,,
infer:GemmaRmsNorm|ascend|profile,infer:GemmaRmsNorm,GemmaRmsNorm,ascend,profile,not_connected,尚未接入实测参考,,
infer:GemmaRmsNorm|ascend|roofline,infer:GemmaRmsNorm,GemmaRmsNorm,ascend,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GemmaRmsNorm|ascend|tilesim,infer:GemmaRmsNorm,GemmaRmsNorm,ascend,tilesim,failed,"ImportError: dlopen(/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so, 0x0002): tried: '/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (section '__DATA/__thread_bss' has a zero-fill section type, but offset field is not zero), '/System/Volumes/Preboot/Cryptexes/OS/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (no such file), '/Users/YokeLove/huawei/opscope/.venv/lib/python3.12/site-packages/scipy/sparse/linalg/_propack/_spropack.cpython-312-darwin.so' (section '__DATA/__thread_bss' has a zero-fill section type, but offset field is not zero)",,
infer:GemmaRmsNorm|ascend|method3,infer:GemmaRmsNorm,GemmaRmsNorm,ascend,method3,not_connected,尚未配置评估组件,,
infer:GemmaRmsNorm|ascend|method4,infer:GemmaRmsNorm,GemmaRmsNorm,ascend,method4,not_connected,尚未配置评估组件,,
infer:GemmaRmsNorm|h100|profile,infer:GemmaRmsNorm,GemmaRmsNorm,h100,profile,not_connected,尚未接入实测参考,,
infer:GemmaRmsNorm|h100|roofline,infer:GemmaRmsNorm,GemmaRmsNorm,h100,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GemmaRmsNorm|h100|tilesim,infer:GemmaRmsNorm,GemmaRmsNorm,h100,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
infer:GemmaRmsNorm|h100|method3,infer:GemmaRmsNorm,GemmaRmsNorm,h100,method3,not_connected,尚未配置评估组件,,
infer:GemmaRmsNorm|h100|method4,infer:GemmaRmsNorm,GemmaRmsNorm,h100,method4,not_connected,尚未配置评估组件,,
infer:GemmaRmsNorm|h200|profile,infer:GemmaRmsNorm,GemmaRmsNorm,h200,profile,not_connected,尚未接入实测参考,,
infer:GemmaRmsNorm|h200|roofline,infer:GemmaRmsNorm,GemmaRmsNorm,h200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GemmaRmsNorm|h200|tilesim,infer:GemmaRmsNorm,GemmaRmsNorm,h200,tilesim,unsupported,TileSim 的 H200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
infer:GemmaRmsNorm|h200|method3,infer:GemmaRmsNorm,GemmaRmsNorm,h200,method3,not_connected,尚未配置评估组件,,
infer:GemmaRmsNorm|h200|method4,infer:GemmaRmsNorm,GemmaRmsNorm,h200,method4,not_connected,尚未配置评估组件,,
infer:GemmaRmsNorm|b200|profile,infer:GemmaRmsNorm,GemmaRmsNorm,b200,profile,not_connected,尚未接入实测参考,,
infer:GemmaRmsNorm|b200|roofline,infer:GemmaRmsNorm,GemmaRmsNorm,b200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:GemmaRmsNorm|b200|tilesim,infer:GemmaRmsNorm,GemmaRmsNorm,b200,tilesim,unsupported,TileSim 的 GB200 配置缺少 BF16 计算/向量参数；未改用 FP16,,
