case_id,operator_id,operator,hardware,method,status,reason,latency_us,mode
infer:PLELayer|modeling:Adevice03_Server|tilesim,infer:PLELayer,PLELayer,modeling:Adevice03_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:Adevice03_Server|method3,infer:PLELayer,PLELayer,modeling:Adevice03_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:Adevice03_Server|method4,infer:PLELayer,PLELayer,modeling:Adevice03_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_POD|profile,infer:PLELayer,PLELayer,modeling:B200_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_POD|roofline,infer:PLELayer,PLELayer,modeling:B200_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_POD|tilesim,infer:PLELayer,PLELayer,modeling:B200_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_POD|method3,infer:PLELayer,PLELayer,modeling:B200_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_POD|method4,infer:PLELayer,PLELayer,modeling:B200_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_Server|profile,infer:PLELayer,PLELayer,modeling:B200_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_Server|roofline,infer:PLELayer,PLELayer,modeling:B200_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_Server|tilesim,infer:PLELayer,PLELayer,modeling:B200_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_Server|method3,infer:PLELayer,PLELayer,modeling:B200_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B200_Server|method4,infer:PLELayer,PLELayer,modeling:B200_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_POD|profile,infer:PLELayer,PLELayer,modeling:B300_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_POD|roofline,infer:PLELayer,PLELayer,modeling:B300_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_POD|tilesim,infer:PLELayer,PLELayer,modeling:B300_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_POD|method3,infer:PLELayer,PLELayer,modeling:B300_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_POD|method4,infer:PLELayer,PLELayer,modeling:B300_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_Server|profile,infer:PLELayer,PLELayer,modeling:B300_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_Server|roofline,infer:PLELayer,PLELayer,modeling:B300_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_Server|tilesim,infer:PLELayer,PLELayer,modeling:B300_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_Server|method3,infer:PLELayer,PLELayer,modeling:B300_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:B300_Server|method4,infer:PLELayer,PLELayer,modeling:B300_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_POD|profile,infer:PLELayer,PLELayer,modeling:H100_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_POD|roofline,infer:PLELayer,PLELayer,modeling:H100_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_POD|tilesim,infer:PLELayer,PLELayer,modeling:H100_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_POD|method3,infer:PLELayer,PLELayer,modeling:H100_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_POD|method4,infer:PLELayer,PLELayer,modeling:H100_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_Server|profile,infer:PLELayer,PLELayer,modeling:H100_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_Server|roofline,infer:PLELayer,PLELayer,modeling:H100_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_Server|tilesim,infer:PLELayer,PLELayer,modeling:H100_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_Server|method3,infer:PLELayer,PLELayer,modeling:H100_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H100_Server|method4,infer:PLELayer,PLELayer,modeling:H100_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_POD|profile,infer:PLELayer,PLELayer,modeling:H200_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_POD|roofline,infer:PLELayer,PLELayer,modeling:H200_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_POD|tilesim,infer:PLELayer,PLELayer,modeling:H200_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_POD|method3,infer:PLELayer,PLELayer,modeling:H200_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_POD|method4,infer:PLELayer,PLELayer,modeling:H200_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_Server|profile,infer:PLELayer,PLELayer,modeling:H200_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_Server|roofline,infer:PLELayer,PLELayer,modeling:H200_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_Server|tilesim,infer:PLELayer,PLELayer,modeling:H200_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_Server|method3,infer:PLELayer,PLELayer,modeling:H200_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:H200_Server|method4,infer:PLELayer,PLELayer,modeling:H200_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:R200_Server|profile,infer:PLELayer,PLELayer,modeling:R200_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:R200_Server|roofline,infer:PLELayer,PLELayer,modeling:R200_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:R200_Server|tilesim,infer:PLELayer,PLELayer,modeling:R200_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:R200_Server|method3,infer:PLELayer,PLELayer,modeling:R200_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|modeling:R200_Server|method4,infer:PLELayer,PLELayer,modeling:R200_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B1|profile,infer:PLELayer,PLELayer,tilesim:910B1,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B1|roofline,infer:PLELayer,PLELayer,tilesim:910B1,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B1|tilesim,infer:PLELayer,PLELayer,tilesim:910B1,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B1|method3,infer:PLELayer,PLELayer,tilesim:910B1,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B1|method4,infer:PLELayer,PLELayer,tilesim:910B1,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B4|profile,infer:PLELayer,PLELayer,tilesim:910B4,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B4|roofline,infer:PLELayer,PLELayer,tilesim:910B4,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B4|tilesim,infer:PLELayer,PLELayer,tilesim:910B4,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B4|method3,infer:PLELayer,PLELayer,tilesim:910B4,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:PLELayer|tilesim:910B4|method4,infer:PLELayer,PLELayer,tilesim:910B4,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:RopeComplex|ascend|profile,infer:RopeComplex,RopeComplex,ascend,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|ascend|roofline,infer:RopeComplex,RopeComplex,ascend,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|ascend|tilesim,infer:RopeComplex,RopeComplex,ascend,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|ascend|method3,infer:RopeComplex,RopeComplex,ascend,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|ascend|method4,infer:RopeComplex,RopeComplex,ascend,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|h100|profile,infer:RopeComplex,RopeComplex,h100,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|h100|roofline,infer:RopeComplex,RopeComplex,h100,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|h100|tilesim,infer:RopeComplex,RopeComplex,h100,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|h100|method3,infer:RopeComplex,RopeComplex,h100,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|h100|method4,infer:RopeComplex,RopeComplex,h100,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|h200|profile,infer:RopeComplex,RopeComplex,h200,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|h200|roofline,infer:RopeComplex,RopeComplex,h200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|h200|tilesim,infer:RopeComplex,RopeComplex,h200,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|h200|method3,infer:RopeComplex,RopeComplex,h200,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|h200|method4,infer:RopeComplex,RopeComplex,h200,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|b200|profile,infer:RopeComplex,RopeComplex,b200,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|b200|roofline,infer:RopeComplex,RopeComplex,b200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|b200|tilesim,infer:RopeComplex,RopeComplex,b200,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|b200|method3,infer:RopeComplex,RopeComplex,b200,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|b200|method4,infer:RopeComplex,RopeComplex,b200,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|b300|profile,infer:RopeComplex,RopeComplex,b300,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|b300|roofline,infer:RopeComplex,RopeComplex,b300,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|b300|tilesim,infer:RopeComplex,RopeComplex,b300,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|b300|method3,infer:RopeComplex,RopeComplex,b300,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|b300|method4,infer:RopeComplex,RopeComplex,b300,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|r200|profile,infer:RopeComplex,RopeComplex,r200,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|r200|roofline,infer:RopeComplex,RopeComplex,r200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|r200|tilesim,infer:RopeComplex,RopeComplex,r200,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|r200|method3,infer:RopeComplex,RopeComplex,r200,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|r200|method4,infer:RopeComplex,RopeComplex,r200,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:Adevice03_POD|profile,infer:RopeComplex,RopeComplex,modeling:Adevice03_POD,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:Adevice03_POD|roofline,infer:RopeComplex,RopeComplex,modeling:Adevice03_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:Adevice03_POD|tilesim,infer:RopeComplex,RopeComplex,modeling:Adevice03_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:Adevice03_POD|method3,infer:RopeComplex,RopeComplex,modeling:Adevice03_POD,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:Adevice03_POD|method4,infer:RopeComplex,RopeComplex,modeling:Adevice03_POD,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:Adevice03_Server|profile,infer:RopeComplex,RopeComplex,modeling:Adevice03_Server,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:Adevice03_Server|roofline,infer:RopeComplex,RopeComplex,modeling:Adevice03_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:Adevice03_Server|tilesim,infer:RopeComplex,RopeComplex,modeling:Adevice03_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:Adevice03_Server|method3,infer:RopeComplex,RopeComplex,modeling:Adevice03_Server,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:Adevice03_Server|method4,infer:RopeComplex,RopeComplex,modeling:Adevice03_Server,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:B200_POD|profile,infer:RopeComplex,RopeComplex,modeling:B200_POD,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:B200_POD|roofline,infer:RopeComplex,RopeComplex,modeling:B200_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:B200_POD|tilesim,infer:RopeComplex,RopeComplex,modeling:B200_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:B200_POD|method3,infer:RopeComplex,RopeComplex,modeling:B200_POD,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:B200_POD|method4,infer:RopeComplex,RopeComplex,modeling:B200_POD,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:B200_Server|profile,infer:RopeComplex,RopeComplex,modeling:B200_Server,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:B200_Server|roofline,infer:RopeComplex,RopeComplex,modeling:B200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:B200_Server|tilesim,infer:RopeComplex,RopeComplex,modeling:B200_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:B200_Server|method3,infer:RopeComplex,RopeComplex,modeling:B200_Server,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:B200_Server|method4,infer:RopeComplex,RopeComplex,modeling:B200_Server,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:B300_POD|profile,infer:RopeComplex,RopeComplex,modeling:B300_POD,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:B300_POD|roofline,infer:RopeComplex,RopeComplex,modeling:B300_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:B300_POD|tilesim,infer:RopeComplex,RopeComplex,modeling:B300_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:B300_POD|method3,infer:RopeComplex,RopeComplex,modeling:B300_POD,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:B300_POD|method4,infer:RopeComplex,RopeComplex,modeling:B300_POD,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:B300_Server|profile,infer:RopeComplex,RopeComplex,modeling:B300_Server,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:B300_Server|roofline,infer:RopeComplex,RopeComplex,modeling:B300_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:B300_Server|tilesim,infer:RopeComplex,RopeComplex,modeling:B300_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:B300_Server|method3,infer:RopeComplex,RopeComplex,modeling:B300_Server,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:B300_Server|method4,infer:RopeComplex,RopeComplex,modeling:B300_Server,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:H100_POD|profile,infer:RopeComplex,RopeComplex,modeling:H100_POD,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:H100_POD|roofline,infer:RopeComplex,RopeComplex,modeling:H100_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:H100_POD|tilesim,infer:RopeComplex,RopeComplex,modeling:H100_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:H100_POD|method3,infer:RopeComplex,RopeComplex,modeling:H100_POD,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:H100_POD|method4,infer:RopeComplex,RopeComplex,modeling:H100_POD,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:H100_Server|profile,infer:RopeComplex,RopeComplex,modeling:H100_Server,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:H100_Server|roofline,infer:RopeComplex,RopeComplex,modeling:H100_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:H100_Server|tilesim,infer:RopeComplex,RopeComplex,modeling:H100_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:H100_Server|method3,infer:RopeComplex,RopeComplex,modeling:H100_Server,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:H100_Server|method4,infer:RopeComplex,RopeComplex,modeling:H100_Server,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:H200_POD|profile,infer:RopeComplex,RopeComplex,modeling:H200_POD,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:H200_POD|roofline,infer:RopeComplex,RopeComplex,modeling:H200_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:H200_POD|tilesim,infer:RopeComplex,RopeComplex,modeling:H200_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:H200_POD|method3,infer:RopeComplex,RopeComplex,modeling:H200_POD,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:H200_POD|method4,infer:RopeComplex,RopeComplex,modeling:H200_POD,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:H200_Server|profile,infer:RopeComplex,RopeComplex,modeling:H200_Server,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:H200_Server|roofline,infer:RopeComplex,RopeComplex,modeling:H200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:H200_Server|tilesim,infer:RopeComplex,RopeComplex,modeling:H200_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:H200_Server|method3,infer:RopeComplex,RopeComplex,modeling:H200_Server,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:H200_Server|method4,infer:RopeComplex,RopeComplex,modeling:H200_Server,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:R200_Server|profile,infer:RopeComplex,RopeComplex,modeling:R200_Server,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|modeling:R200_Server|roofline,infer:RopeComplex,RopeComplex,modeling:R200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeComplex|modeling:R200_Server|tilesim,infer:RopeComplex,RopeComplex,modeling:R200_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|modeling:R200_Server|method3,infer:RopeComplex,RopeComplex,modeling:R200_Server,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|modeling:R200_Server|method4,infer:RopeComplex,RopeComplex,modeling:R200_Server,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|tilesim:910B1|profile,infer:RopeComplex,RopeComplex,tilesim:910B1,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|tilesim:910B1|roofline,infer:RopeComplex,RopeComplex,tilesim:910B1,roofline,unsupported,缺少此型号的 Roofline 规格（矩阵/向量峰值、整卡 HBM 带宽）,,
infer:RopeComplex|tilesim:910B1|tilesim,infer:RopeComplex,RopeComplex,tilesim:910B1,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|tilesim:910B1|method3,infer:RopeComplex,RopeComplex,tilesim:910B1,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|tilesim:910B1|method4,infer:RopeComplex,RopeComplex,tilesim:910B1,method4,not_connected,尚未配置评估组件,,
infer:RopeComplex|tilesim:910B4|profile,infer:RopeComplex,RopeComplex,tilesim:910B4,profile,not_connected,尚未接入实测参考,,
infer:RopeComplex|tilesim:910B4|roofline,infer:RopeComplex,RopeComplex,tilesim:910B4,roofline,unsupported,缺少此型号的 Roofline 规格（矩阵/向量峰值、整卡 HBM 带宽）,,
infer:RopeComplex|tilesim:910B4|tilesim,infer:RopeComplex,RopeComplex,tilesim:910B4,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeComplex|tilesim:910B4|method3,infer:RopeComplex,RopeComplex,tilesim:910B4,method3,not_connected,尚未配置评估组件,,
infer:RopeComplex|tilesim:910B4|method4,infer:RopeComplex,RopeComplex,tilesim:910B4,method4,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|ascend|profile,infer:RopeInterLeave,RopeInterLeave,ascend,profile,not_connected,尚未接入实测参考,,
infer:RopeInterLeave|ascend|roofline,infer:RopeInterLeave,RopeInterLeave,ascend,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeInterLeave|ascend|tilesim,infer:RopeInterLeave,RopeInterLeave,ascend,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeInterLeave|ascend|method3,infer:RopeInterLeave,RopeInterLeave,ascend,method3,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|ascend|method4,infer:RopeInterLeave,RopeInterLeave,ascend,method4,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|h100|profile,infer:RopeInterLeave,RopeInterLeave,h100,profile,not_connected,尚未接入实测参考,,
infer:RopeInterLeave|h100|roofline,infer:RopeInterLeave,RopeInterLeave,h100,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeInterLeave|h100|tilesim,infer:RopeInterLeave,RopeInterLeave,h100,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeInterLeave|h100|method3,infer:RopeInterLeave,RopeInterLeave,h100,method3,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|h100|method4,infer:RopeInterLeave,RopeInterLeave,h100,method4,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|h200|profile,infer:RopeInterLeave,RopeInterLeave,h200,profile,not_connected,尚未接入实测参考,,
infer:RopeInterLeave|h200|roofline,infer:RopeInterLeave,RopeInterLeave,h200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeInterLeave|h200|tilesim,infer:RopeInterLeave,RopeInterLeave,h200,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeInterLeave|h200|method3,infer:RopeInterLeave,RopeInterLeave,h200,method3,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|h200|method4,infer:RopeInterLeave,RopeInterLeave,h200,method4,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|b200|profile,infer:RopeInterLeave,RopeInterLeave,b200,profile,not_connected,尚未接入实测参考,,
infer:RopeInterLeave|b200|roofline,infer:RopeInterLeave,RopeInterLeave,b200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeInterLeave|b200|tilesim,infer:RopeInterLeave,RopeInterLeave,b200,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeInterLeave|b200|method3,infer:RopeInterLeave,RopeInterLeave,b200,method3,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|b200|method4,infer:RopeInterLeave,RopeInterLeave,b200,method4,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|b300|profile,infer:RopeInterLeave,RopeInterLeave,b300,profile,not_connected,尚未接入实测参考,,
infer:RopeInterLeave|b300|roofline,infer:RopeInterLeave,RopeInterLeave,b300,roofline,unsupported,当前输入形式暂未适配评估,,
infer:RopeInterLeave|b300|tilesim,infer:RopeInterLeave,RopeInterLeave,b300,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:RopeInterLeave|b300|method3,infer:RopeInterLeave,RopeInterLeave,b300,method3,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|b300|method4,infer:RopeInterLeave,RopeInterLeave,b300,method4,not_connected,尚未配置评估组件,,
infer:RopeInterLeave|r200|profile,infer:RopeInterLeave,RopeInterLeave,r200,profile,not_connected,尚未接入实测参考,,
